id	type	readings
l-912_4	morsynt	bel (ABCPR)| biax (S)
l-912_5	morsynt	le (ACPR)| la (B)| lo (S)
l-913_1	graph	foi (ABCPR)| foy (S)
l-913_2	graph	donc (ACRS)| dont (BP)
l-913_3	morsynt	ne le (ABCPS)| nel (R)
l-913_4	morsynt	le (ACPS)| la (B)
l-913_5	morsynt	he (ARS)| has (B)| haz (C)| haie (P)
l-913_6	graph	je (AC)| jo (B)| jou (P)| ge (RS)
l-914_2	graph	Et (ABPRC)| E (S)
l-914_3	graph	sui (ACPRS)| suis (B)
l-914_4	graph	je (ACPR)| jo (B)| ge (S)
l-914_5	graph	dont (BP)| donc (R)| donques (S)
l-914_6	semlex:major	por (ABCPRM)| porte (S)
l-914_7	semlex:minor:gramm	itant (A)| ce (BCRPM)|ø (S)
l-914_8	graph	ce (BCRM)| cou (P)
l-915_1	semlex:minor:gramm	Nenil (ACRBM)| Naie (P)| Nan (S)
l-915_2	semlex:major	plus (P)| un (S)|ø (ABCRM)
l-915_5	graph	qu' (ACBR)| k' (P)
l-915_6	graph	un (ABP)| .i. (CSR)
l-915_7	morsynt	autre (ACPRB)| autres (S)
l-915_8	graph	autre (ACPR)| altre (B)
l-916_2	semlex:minor:gramm	porcoi (ACPRSM)| porque (B)
l-916_3	graph	porcoi (ACP)| porquoi (RS)| porquei (M)
l-916_4	graph	pens (BPR)| pans (A)| pense (C)| poin (S)
l-916_6	graph	je (AC)| jo (B)| jou (P)| ge (S)
l-916_7	flex	donc (ACR)| donques (PS)
l-917_1	graph	Se (ABCPS)| Si (R)
l-917_2	graph	un (ACPSB)| on (R)
l-917_3	graph	altre (AB)| autre (CPRS)
l-917_4	graph	ne (ABCPR)| no (S)
l-917_5	graph	agree (ACPSB)| agre (R)
l-918_1	graph	tote (ABRS)| toute (CP)
l-918_2	semlex:major	en sui (BCPRAM)| ausint (S)
l-918_3	graph	an sui (A)| en sui (BCPRM)
l-918_4	semlex:major	esgaree (ABCPRM)| esgrace (S)
l-919_1	semlex:minor:gramm	Car (ABCRM)| Quant (P)| Que (S)
l-919_2	graph	Car (ABC)| Quar (R)| Quer (M)
l-919_3	graph	mes (AS)| mais (BCPR)
l-919_4	semlex:major	pensai (BCPRAM)| pase (S)
l-919_5	graph	panssai (A)| pensai (BCPRM)
l-920_1	flex	home (ABCPS)| hom (R)
l-920_2	semlex:major	el siecle (ABCRPM)| qui fu (S)
l-920_3	morsynt	al (B)| el (APRM)| en (C)
l-920_4	semlex:major:semsim	monde (B)| siecle (ACPRM)
l-920_5	graph	siegle (A)| siecle (CPM)| secle (R)
l-921_1	semlex:minor:gramm	Et (ABCPRM)| Que (S)
l-921_2	morsynt	mon (ABCPS)| mien (R)
l-921_3	graph	vuel (AC)| voel (BP)| voil (RS)
l-921_4	graph	toz (ARS)| tos (BP)| touz (C)
l-921_5	graph	jorz (ACR)| jors (BPS)
l-921_6	morsynt	le (ACPRS)| la (B)
l-921_7	semlex:major	verroie (ABCPRM)| vouroie (S)
l-922_1	semlex:major	Ja (ABCR)| James (PSM)
l-922_2	graph	Jamais (P)| James (SM)
l-922_3	semlex:major	jor (P)|ø (ABCRS)| jelz (M)
l-922_6	semlex:major	mes els (ABCR)| jor (P)|ø (SM)
l-922_7	graph	els ()| euz ()| ialz ()| elz ()
l-922_9	graph	en (BCSRPM)| an (A)
l-922_10	semlex:major	querroie (ABCRSM)| volroie (P)
l-922_11	graph	querroie (ACRM)| queroie (BS)
l-923_1	flex	m' (APBCR)| me (S)
l-923_2	semlex:major:semsim	abelist (ABCRPM)| delit (S)
l-923_3	graph	abelist (APB)| enbelist (CM)| ebelist (R)
l-923_4	graph	je (ACPRS)| jo (B)
l-923_5	morsynt	le (ACPRS)| la (B)
l-924_1	semlex:major	Est (ABCPRM)| Fait (S)
l-924_2	graph	ce (ABCRS)| cou (P)
l-924_3	semlex:major	oil (ACPRM)| nenil (B)| dit (S)
l-924_4	semlex:major	ce (ACRM)| jo (B)| par (PS)
l-924_5	semlex:major	croi (ABCRM)| foi (PS)
l-924_6	graph	foi (P)| foy (S)
l-925_1	semlex:minor:gramm	tant (ABCRS)| plus (P)
l-925_2	graph	sovant (A)| sovent (BPRS)| souvent (C)
l-925_3	morsynt	nel (ABCPR)| ne (S)
l-925_4	semlex:minor:constrmorph	reclamasse (ABCRP)| te clamases (S)
l-925_5	graph	remambrasse (A)| reclamasse (BCR)| reclamaisse (P)
l-926_1	graph	Se (ABCPS)| si (R)
l-926_2	graph	autre (ACPRS)| altre (B)
l-926_3	graph	amasse (ACBR)| amaisse (P)| amesse (S)
l-927_1	semlex:minor:gramm	Or (ABCPSM)| Que (R)
l-927_2	semlex:major	aim (BRACPM)| ont (S)
l-927_3	semlex:minor:gramm	or (A)| bien (BCPRSM)
l-927_4	semlex:major	acreante (ABCPRM)| receu (S)
l-927_5	graph	acreante (ABCP)| acraante (RM)
l-928_2	flex	n' (B)| ne (PR)
l-928_4	graph	an (A)| en (SBC)
l-928_5	morsynt	ferai (ABCRS)| fera (P)
l-928_6	graph	ferai (ABCR)| feray (S)
l-928_7	graph	volante (A)| volente (BCPRS)
l-929_1	semlex:major:gramm	Voire (A)| Oie (C)| Oil (PRBM)| Cil (S)
l-929_2	graph	mes (ARS)| mais (BCPM)
l-929_3	morsynt	qu'il (AB)| que (CPRS)
l-929_6	semlex:major	desplaise (ABCPRM)| deplace (S)
l-929_7	graph	desplaise (ABCP)| desplaisse (RM)
l-930_1	morsynt	volantez (ACP)| volente (BRS)
l-930_2	graph	volantez (A)| volentez (C)| volentes (P)
l-930_4	graph	malveise (A)| malvaise (BP)| mauvaise (C)| malvaisse (R)| mauvose (S)
l-931_1	graph	Mes (AS)| Mais (BCPR)
l-931_2	semlex:major	anhaie (AB)| envaie (CPRM)| ca voie (S)
l-931_3	graph	anhaie (A)| esmaie (B)
l-932_2	graph	an (A)| en (C)
l-932_3	semlex:major	et (ABCPRM)| oees (S)
l-932_4	semlex:major	esbahie (ABCRPM)| baliie (S)
l-932_5	graph	esbahie (ACPM)| esbaie (BR)
l-933_1	semlex:minor:gramm	Ne (ACPRSM)| Que (B)
l-933_2	graph	desfansse (A)| desfense (B)| deffense (CP)| defense (RS)
l-933_3	morsynt	rien (ABCPR)| riens (S)
l-933_5	morsynt	m'i (ACPBR)| me (S)
l-933_6	graph	vaut (ACPS)| valt (BR)
l-934_1	graph	estuet (ACPBR)| estoit (S)
l-934_2	graph	sofrir (ABC)| soffrir (PRS)
l-934_3	semlex:minor:gramm	son (ACPRSM)| mon (B)
l-934_4	graph	assaut (AP)| assalt (BR)| asaut (CS)
l-935_1	semlex:minor:gramm	me (ABCPSM)| ne (R)
l-935_2	graph	ge (AS)| jo (B)| je (C)| jou (P)
l-935_3	semlex:minor:gramm	si (ABCPRM)| tant (S)
l-935_4	graph	sagemant (A)| sagement (BCPRS)
l-936_1	graph	longuement (AC)| longement (BPR)| longemant (S)
	semlex:major	Un (M)| Ainc (ABCPRS)
l-937_1	graph	Einz (AC)| Ainc (BPR)| Eynz (S)
l-937_2	graph	mes (ACS)| mais (BPR)
l-937_3	semlex:minor:gramm	por (ABCPRM)| po (S)
l-937_4	graph	lui (ABCR)| li (P)| luy (S)
l-937_6	graph	vos (A)| voil (BPRS)| vueil (C)
l-937_8	graph	faire (ABPR)| fere (CS)
l-938_1	graph	Mes (ACS)| Mais (BPR)
l-938_2	semlex:minor:gramm	or (ABCPRM)| sor (S)
l-938_3	graph	li (ABCPR)| lui (S)
l-938_5	semlex:minor:gramm	trop (APRSM)| molt (BC)
l-938_6	graph	deboneire (A)| debonaire (BR)| deboennere (C)| deboinaire (P)| debonere (S)
	semlex:major	Mes (M)| Et (ABCPRS)
l-939_1	graph	Et (ABCPR)| E (S)
l-939_2	flex	quel (ABPRS)| que il (C)
l-939_3	flex	m' (ACPSB)| me (R)
l-939_5	graph	an (A)| m'en (CPSB)
l-939_6	semlex:major	dit (A)| doit (BCPRSM)
l-940_1	morsynt	amor (ABCSP)| amors (R)
l-940_2	semlex:minor:gramm	ne (ABCR)| n'en (PM)| me (S)
l-940_3	morsynt	puet (ACPRS)| puis (B)
l-940_4	graph	puet (ACPR)| poit (S)
l-941_1	semlex:major	moi (ABCPRM)| bon (S)
l-941_2	graph	servise (ACRS)| service (BP)
l-942_1	graph	Par (ABCPR)| Por (S)
l-942_2	semlex:major	force (ABCPRM)| ce (S)
l-942_3	morsynt	a (ACPRS)| ai (B)
l-942_4	graph	orguel (A)| orgoil (BRS)| orgueil (C)| orgoel (P)
l-942_5	semlex:major	donte (ABPRCM)| nante (S)
l-943_1	morsynt	estut (A)| estuet (CPBR)
l-943_2	graph	estuet (CPBR)| estoit (S)
l-943_3	graph	pleisir (A)| plaisir (BPRS)| plesir (C)
l-944_1	graph	vuel (A)| voel (BP)| vueil (C)| voil (RS)
l-944_2	semlex:minor:gramm	or (ACRSBM)| si (P)
l-945_1	semlex:minor:gramm	Or (AS)| Qui (BM)| Et que (P)| Que (CR)
l-945_2	morsynt	aprendra (ABCRPM)| apandre (S)
l-945_3	graph	aprandra (AB)| aprendra (CPRM)
	semlex:major	amer (M)| amors (ABCPRS)
l-945_4	morsynt	amor (AS)| amors (BCRP)
l-945_5	semlex:minor:gramm	et (ABCRPM)| o (S)
l-945_6	graph	quoi (AR)| quoy (S)| qoi (B)| coi (CP)
l-946_1	graph	Confeitement (A)| Confaitement (B)| Confaitement (CP)| Comfaitement (R)| Comfaitement (S)
l-946_2	morsynt	le (ACPRS)| la (B)
l-946_3	graph	doi (ABCPR)| doy (S)
l-947_1	graph	ce (ABCRS)| cou (P)
l-947_2	graph	je (A)| jo (BP)| ge (CRS)
l-947_3	semlex:minor:gramm	molt (ABM)| trop (C)| tres (P)
l-948_1	semlex:minor:gramm	Molt (ACS)| Si (BPRM)
l-948_2	semlex:minor:gramm	son (ABCRM)| mon (PS)
l-949_1	flex	m' (ABCPS)| me (R)
l-949_3	graph	an (A)| en (BCPS)
l-949_4	graph	porroit (ACPRS)| poroit (B)
l-949_5	semlex:major:constrmorph	reprendre (ABCPM)| aprendre (R)| repandre (S)
l-949_6	graph	reprandre (A)| reprendre (BCPM)
l-950_1	flex	m' (ACPSB)| me (R)
l-950_3	graph	an (A)| en (CPSB)
l-950_4	semlex:major	aprendre (BCPRAM)| apandre (S)
l-950_5	graph	aprandre (A)| aprendre (BCPRM)
l-951_2	morsynt	voldroit (ACRPB)| voudront (S)
l-951_3	graph	vauroit (B)| vorroit (P)| voldroit (ACR)
l-951_4	graph	et (ABCPR)| e (S)
l-951_5	graph	je (ACPRS)| jo (B)
l-951_6	morsynt	le (ACPRS)| la (B)
l-951_7	graph	vuel (A)| voel (BP)| vueil (C)| voil (RS)
l-952_1	graph	sage (ABCRS)| saje (P)
l-952_2	graph	fusse (ACR)| fuisse (BP)| fuse (S)
l-952_3	graph	et (ACP)| e (S)
l-952_4	graph	sanz (ARS)| sans (BCP)
l-952_5	graph	orguel (A)| orgoel (BP)| orgueil (C)| orgoil (R)| orguil (S)
l-953_1	graph	Et (ABCP)| E (S)
l-953_2	graph	deboneire (A)| debonaire (BSR)| deboennere (C)| deboinaire (P)
l-953_3	graph	et (ABCPR)| e (S)
l-954_2	semlex:major	vers (ABRCSM)| a trop (P)
l-954_3	graph	vers (ABRCM)| ver (S)
l-954_5	graph	toz (ARS)| tous (B)| touz (C)
l-954_6	graph	por (ACPRS)| par (B)
l-954_7	graph	.i. (APCSR)| un (B)
l-954_8	semlex:major	seul (ABCPRM)| ses (S)
l-954_9	graph	seul (ACPR)| sol (BM)
l-954_10	graph	amiable (ABPRS)| amable (C)
l-955_1	semlex:major	Amerai (ABCPRM)| Emenrai (S)
l-955_5	graph	ge (A)| jo (B)| jou (P)| je (RS)
l-955_6	graph	toz (ARS)| tos (BP)| touz (C)
l-956_1	morsynt	Bel (ABPR)| Biau (CS)
l-956_2	graph	Biau (C)| Biaus (S)
l-956_3	graph	sanblant (AS)| semblant (C)| samblant (BR)| sanlant (P)
l-956_4	semlex:major	doi (ABCPM)| puis (SR)
l-956_5	graph	feire (A)| faire (BPR)| fere (CS)
l-956_6	graph	chascun (ACS)| cascun (BP)| chascon (R)
l-957_1	graph	Mes (ARS)| Mais (BCP)
l-957_2	graph	anseigne (A)| ensagne (B)| enseigne (C)| eseigne (P)| ensaingne (R)| ensaigne (S)
l-958_1	flex	Qu' (A)| Que (BCPRS)
l-958_8	semlex:major	toz (BPRSM)| chascuns (C)
l-958_9	graph	tous (BP)| toz (RSM)
l-958_12	graph	veraie (BCR)| veraie (A)| vraie (P)
l-959_1	graph	aprant (AR)| aprent (BCP)| apran (S)
l-959_2	graph	se (ABCP)| si (RS)
l-960_1	graph	neant (A)| noiant (B)| neent (C)| noient (PR)| niant (S)
l-960_2	graph	ge (ARS)| jo (B)| je (CP)
l-960_3	semlex:minor:gramm	cest (ABRM)| ce (C)| le (PS)
l-961_1	morsynt	Que (ABRS)| Qui (CP)
l-961_2	morsynt	Soredamors (ACSBR)| Soredamor (P)
l-962_1	graph	doi (ABCPR)| doy (S)
l-962_2	graph	doi (ABCPR)| dei (S)
l-963_1	graph	Si (ABPRS)| Se (C)
l-963_2	morsynt	le (ABPRS)| la (C)
l-963_3	semlex:major:semsim	voel (ABPRSM)| reson (C)
l-963_4	graph	vuel (A)| voel (BP)| voil (RM)| veil (S)
l-963_5	semlex:major	i puis (C)| par mon non (ABRPSM)
l-963_6	semlex:major:gramm	cest (BP)| mon (ARSM)
l-963_7	semlex:major	prover (ABRPSM)| trover (C)
l-964_1	semlex:major	Se la raison (BCPRSM)| Qu'amors doi (A)
l-964_2	graph	Se (BPSM)| Si (CR)
l-964_3	morsynt	la (BRSP)| le (C)
l-964_4	semlex:major:semsim	raison (BRPM)| vueil (C)| mayso (S)
l-964_5	semlex:major	i puis (BSRPM)| a mon nom (AC)
l-964_6	semlex:minor:gramm	i (BRPM)| li (S)
l-964_7	semlex:minor:gramm	a (A)| par (C)
l-964_8	semlex:major:semsim	trover (ABPRM)| prover (C)| toler (S)
l-965_1	graph	Aucune (ACPS)| Alconne (B)| Alcone (R)
l-965_2	graph	chose (ACRS)| cose (BP)
l-965_3	graph	senefie (ABCPS)| signifie (R)
l-966_1	graph	Ce (ABCS)| Cou (P)| ce (R)
l-966_2	graph	premiere (ABCPR)| premeire (S)
l-967_2	semlex:major	A (C)| Est (P)| De (M)
l-967_5	semlex:major:gramm	de (ACPRM)| la (BSR)
l-967_6	morsynt	li (B)| la (SR)
l-968_1	semlex:minor:gramm	Et (A)| Car (BCPRSM)
l-968_2	graph	Car (BCP)| Quar (RSM)
l-968_3	graph	meillor (ACRS)| mellor (B)| millor (P)
l-969_1	graph	ce (ABCRS)| cou (P)
l-969_2	semlex:major	tieng (APRBCM)| nen (S)
l-969_3	graph	tieng (APRM)| tien (B)| tieig (C)
l-969_4	semlex:major	mon (ABCPRM)| mori (S)
l-969_5	graph	meillor (ACRS)| millor (BP)
l-970_1	semlex:minor:gramm	an (A)| il (BRCPSM)
l-970_3	semlex:major	mon non (A)| commence (BCPRSM)
l-970_4	graph	commence (BCPM)| comance (R)| comence (S)
l-970_5	semlex:major	a de (A)| par (BCPRSM)
l-970_8	graph	color (ABCRS)| coulor (P)
l-971_1	graph	cui (AR)| coi (BCP)| qui (S)
l-971_2	semlex:major:semsim	mieldres (ABCPRM)| mendres (S)
l-971_3	graph	miaudres (A)| mieldres (BM)| meldres (C)| miudres (P)| mieldres (R)
l-971_4	graph	s’acorde (ACPS)| s'acorde (BR)
l-972_1	semlex:minor:gramm	Et (ABCPR)| Que (S)| En (M)
l-972_2	morsynt	la (ABCPR)| las (S)
l-972_5	morsynt	fine (ABP)| fins (CR)| fin (M)
l-972_9	semlex:major:constrmorph	recorde (ABCPRM)| acorde (S)
l-973_1	semlex:minor:gramm	Car (ABCPRM)| Qui (S)
l-973_2	graph	Car (ABCP)| Quar (RM)
l-974_1	semlex:major	Toz jorz (ABPCM)| Color d' (RS)
l-974_2	graph	Toz jorz (AM)| Tos jors (BP)| Touz jors (C)
l-974_3	semlex:major	amors (APCRSM)| mon non (B)
l-974_4	semlex:major	renovele (ABCPRM)| tenoie (S)
l-975_1	semlex:minor:gramm	Et (ABCPRM)| En (S)
l-975_2	morsynt	moities (ABCRP)| moitie (S)
l-975_3	graph	mitiez (A)| moities (BP)| moitiez (C)| moitez (R)
l-975_4	graph	autre (ACPSR)| altre (B)
l-975_5	semlex:major	dore (ABCRPM)| dor (S)
l-976_1	semlex:minor:gramm	De (ACPRSM)| La (B)
l-976_2	semlex:major	doreure (ABCPRM)| dore cure (S)
	semlex:major	clere (ABCPRS)| fine (M)
l-976_3	graph	et (ACPR)| e (S)
l-977_1	semlex:minor:gramm	Et (A)| Qu' (BCRPM)| Qua (S)
l-977_2	graph	Q' (B)| Qu' (C)| C' (P)| Qu' (RM)
l-977_3	semlex:major:constrmorph	autant (A)| altre (B)| autretant (CPRSM)
l-977_4	semlex:major	dit (ABCRPM)| vaut (S)
l-977_5	morsynt	dit (ABCRM)| dist (P)
l-978_1	flex	Comme (ACBPS)| Com (R)
l-978_2	graph	Come (AC)| Comme (BPS)
l-978_3	graph	sororee (ABCR)| souroree (P)| sorore (S)
l-979_1	semlex:major	Doreure (ABPM)| Molt (CRS)
l-979_2	semlex:major	d'or (APBM)| m'a (RCS)
l-979_3	morsynt	m'a (RC)| me (S)
l-979_4	semlex:major	n'est (BAPM)| donc (CR)| parma (S)
l-979_5	semlex:major	si (ABPM)| amors (CRS)
l-979_6	morsynt	amor (C)| amors (RS)
l-979_7	semlex:major	fine (ABPM)| honoree (CRS)
l-979_8	graph	honoree (C)| hennoree (R)| anoree (S)
l-980_1	semlex:minor:gramm	Come (APBM)| Quant (CRSM)
l-980_2	flex	Come (APM)| Com (B)
l-980_3	graph	Come (AM)| Comme (P)
l-980_4	semlex:major	est (B)| il (CRM)| ele (S)| cele (PM)
l-980_5	semlex:major	ceste (AB)| de (CRSM)|ø (PM)
l-980_6	semlex:major	qui (ABPM)| lui (CRSM)
l-980_7	semlex:major	enlumine (ABP)| a (CRSM)
l-980_8	graph	anlumine (A)| enlumine (B)| enlumine (PM)
l-980_10	graph	sororee (CM)| sororree (R)| sateroie (S)
l-981_1	semlex:major	Molt (ABP)| Doreure (CRSM)
l-981_2	graph	Doreure (CM)| Dorreure (R)| Dorture (S)
l-981_3	semlex:major	m'a (APB)| d'or (CSRM)
l-981_4	semlex:major	donc (AP)| n'est (RCSM)|ø (B)
l-981_5	graph	donc (A)| dont (P)
l-981_6	semlex:major	amors (APB)| si (CRSM)
l-981_8	semlex:major	enoree (ABP)| fine (CRSM)
l-981_9	graph	enoree (A)| honeree (P)| honoree (B)
l-982_1	semlex:major	Quant (ABP)| Come (CRSM)
l-982_2	graph	Quant (AP)| Qant (B)
l-982_3	graph	Come (CRM)| Comme (S)
l-982_4	semlex:major	il (ABP)| est (R)| quielle (S)|ø (CM)
l-982_6	semlex:major	cele (CRM)| m'a (P)|ø (ABS)
l-982_7	semlex:major:gramm	de (ABP)| qui (CRSM)
l-982_8	semlex:major	lui (ABP)| m' enlumine (CRSM)
l-982_9	graph	enlumine (CRM)| enfumine (S)
l-983_1	graph	Et (ABCPR)| E (S)
l-983_2	graph	je (ACPS)| jo (B)| ge (R)
l-983_3	graph	metrai (ABCP)| mettrai (R)| mestre (S)
l-983_4	morsynt	en (BPSA)| a (CR)
l-983_5	graph	an (A)| en (BPS)
l-983_6	semlex:minor:gramm	lui (APM)| ce (BCRS)
l-983_7	semlex:minor:gramm	ma (ABCPRM)| na (S)
l-983_8	graph	cure (ACPRS)| qure (B)
l-984_1	morsynt	Que (ABCRSM)| Qui (P)
l-984_2	graph	soie (ABCPR)| soye (S)
l-984_3	graph	doreure (ABCP)| dorreure (R)| doyeure (S)
l-985_1	graph	james (A)| jamais (BCRP)| jameis (S)
l-985_2	graph	an (A)| en (BRCPS)
l-986_1	graph	aim (ABCPR)| em (S)
l-986_3	graph	tozjorz (AR)| tosjors (B)| touzjors (C)| tozjorz (S)| tousjors (P)
l-987_1	flex	voir (ABCRS)| voire (P)
l-988_2	semlex:minor:gramm	Celui (BPSCRM)| Cestui (A)
l-988_3	morsynt	que (ASC)| qui (BR)| cui (P)
l-988_4	flex	que (AS)| qu' (C)
l-988_5	morsynt	amors (APSBC)| amor (R)
l-988_6	semlex:minor	me (ABCPSM)| ne (R)
l-988_7	semlex:major:constrmorph	comande (ABCPRM)| recommande (S)
l-988_8	graph	comande (ARM)| commande (BCP)
l-989_1	semlex:minor:gramm	Car (APM)| Que (CRS)
l-989_2	morsynt	autres (ACPRB)| autre (S)
l-989_3	graph	autres (ACPRM)| altre (B)
l-989_4	flex	avra (ACPSR)| avera (B)
l-990_1	graph	Cui (ACPS)| Qui (BR)
l-990_2	graph	chaut (ACS)| calt (B)| caut (P)| chaust (R)
l-990_3	graph	quant (ACPR)| qant (B)| queat (S)
l-990_4	semlex:minor:gramm	ne (ABCPSM)| nel (R)
l-990_6	graph	savra (ACPRS)| sara (B)
l-991_1	graph	Se (ABCPS)| Si (R)
l-991_2	graph	je (ACS)| jo (B)| jou (P)| ge (R)
l-991_3	morsynt	meismes (ACSR)| meisme (BP)
l-991_4	graph	meismes (ACS)| mesmes (R)
l-991_5	semlex:minor	ne (ABCPSM)| nel (R)
l-992_1	morsynt	feroie (A)| ferai (BCRSP)
l-992_2	graph	ferai (BCRS)| farai (P)
l-992_4	graph	jou (BP)| je (C)| ge (RS)
l-992_5	graph	se (ABCPS)| si (R)
l-992_6	semlex:major	ne (ABCP)| ge (RS)
l-992_7	semlex:major	li (AP)| l'em (B)| le (CS)| nel (R)
l-992_8	semlex:major	pri (ABCRS)| di (P)
l-993_1	graph	chose (ACRS)| cose (B)| cosa (P)
l-993_2	semlex:minor:gramm	a (ABCPR)| d (S)
l-993_4	graph	desirrier (A)| desirier (BP)| desirrer (R)
l-994_1	morsynt	la (ACRS)| le (BP)
l-994_2	semlex:major:constrmorph	requerre (ABCP)| querre (RS)
l-994_3	semlex:minor:gramm	et (ABPRS)| ou (C)
l-994_4	graph	et (ABPR)| e (S)
l-994_5	semlex:major:semsim	proier (ABPRC)| porchacier (S)
l-994_6	graph	proier (ABPR)| prier (C)
l-995_1	graph	Comant (A)| Comment (BCPS)| Coment (R)
l-995_3	graph	proierai (APR)| prierai (BCS)
l-995_5	morsynt	li (P)| le (ACR)
l-995_6	graph	je (ACPRS)| jo (B)
l-996_1	graph	Nenil (ACB)| Naie (P)| Naje (R)| Nanin (S)
l-996_2	graph	coi (ACPB)| quoi (RS)
l-997_1	semlex:major	fame (ABCPR)| samel (S)
l-997_2	graph	famme (A)| fame (CR)| feme (PB)
l-997_4	semlex:major	forfait (PRSA)| forsen (BC)
l-997_5	graph	forfet (A)| forfait (PRS)
l-997_6	graph	feist (AC)| fesist (BP)| faist (R)| feit (S)
l-998_1	morsynt	amors (AS)| amer (BRC)| amor (P)
l-998_2	graph	home (ABCPS)| homme (R)
l-998_3	graph	requeist (ACRS)| requesist (BP)
l-999_1	graph	Se (ABCPS)| Si (R)
l-999_2	semlex:minor:gramm	d (ACPBR)| que (S)
l-999_3	morsynt	fu (ABCP)| fust (RS)
l-999_4	graph	desvee (ACS)| dusvee (B)| dervee (P)| devee (R)
l-1000_1	semlex:minor:gramm	Bien (ABP)| Trop (CRS)
l-1000_2	graph	seroie (ABCRS)| saroie (P)
l-1001_1	graph	Se (ABCPS)| Ci (R)
l-1001_2	graph	je (ACRS)| jo (B)| jou (P)
l-1001_3	graph	boche (ARS)| boce (B)| bouche (C)| bouce (P)
l-1003_1	graph	Chose (ACRS)| Cose (BP)
l-1003_2	semlex:minor:gramm	dom (A)| qui (BCPRS)
l-1003_4	morsynt	j' (A)| me (P)
l-1003_5	semlex:major	eusse (A)| tornast (BCPRS)
l-1003_6	morsynt	tornast (BCRS)| tort (P)
l-1003_7	graph	reproche (ACRS)| reproce (B)| reprouce (P)
l-1004_1	semlex:minor:gramm	Quant (ABCR)| Que (P)| Se (S)
l-1004_2	semlex:minor:gramm	de (AB)| par (CPRS)
l-1004_3	graph	boche (AS)| boce (B)| bouche (CR)| bouce (P)
l-1004_4	morsynt	le (ACPRS)| la (B)
l-1004_5	morsynt	savroit (ABCPR)| savoit (S)
l-1004_6	graph	savroit (ACP)| saroit (B)| sauroit (R)
l-1005_1	semlex:major	Je (ABCP)| Assez (RS)
l-1005_2	graph	Je (ACP)| Jo (B)
l-1005_3	graph	Assez (R)| Asex (S)
l-1005_5	graph	cuit (ACP)| quit (B)
l-1005_7	semlex:major	que (ABCP)| tost (S)
l-1005_8	graph	an (A)| en (BRCPS)
l-1005_9	semlex:major	avroit (ABPSR)| tendroit (C)
l-1005_10	graph	avroit (APS)| aroit (B)| auroit (R)
l-1006_1	flex	me (ABCPS)| m' (R)
l-1006_3	semlex:major	reprocheroit (ABCPR)| reproche (S)
l-1006_4	graph	reprocheroit (ACR)| reprocerait (B)| reproceroit (P)
l-1006_5	graph	sovant (ABPR)| sovent (CS)
l-1007_5	graph	proie (BPR)| prie (C)| poye (S)
l-1007_6	semlex:minor:gramm	ai (A)| le (B)| l' (CSPR)
l-1007_7	semlex:major	proie (A)| avroie (BCRPS)
l-1007_8	graph	aroie (B)| avroie (CSR)| averoie (P)
l-1008_1	semlex:minor:gramm	Ja (ABCPS)| Je (R)
l-1008_2	graph	soit (ABCPR)| soyt (S)
l-1008_3	morsynt	amors (ASCPR)| amor (B)
l-1008_4	graph	vilainne (A)| vilaine (BPRS)| vileine (C)
l-1009_1	graph	je (ACPRS)| jel (B)
l-1009_2	graph	pri (ACS)| proe (B)| proi (P)| proie (R)
l-1009_3	semlex:major	cestui (ACPRS)| ja (B)
l-1009_4	semlex:minor:gramm	cestui (ACP)| cestu (R)| celui (S)
l-1009_5	semlex:major	premeraine (ABCPR)| prueraime (S)
l-1009_6	graph	premerainne (A)| premeraine (BCR)| primeraine (P)
l-1010_1	semlex:minor:gramm	Plus (A)| Des q' (BCPR)| Que (S)
l-1010_2	graph	Des q' (B)| Des qu' (C)| Des qu' (R)| Puis c' (P)
l-1010_3	semlex:major	chiere (A)| avoir (BCPR)| toz jors (S)
l-1010_5	semlex:major	devroit (ABCPR)| avroit (S)
l-1010_6	semlex:major	avoir (A)| plus vil (BCPRS)
l-1011_1	semlex:minor:gramm	A (B)| Ha (CPR)| Et (S)
l-1011_2	graph	Dex (ACSBR)| Diex (P)
l-1011_3	graph	comant (A)| comment (BCRP)| coment (S)
l-1011_4	morsynt	porra savoir (A)| savra (PRSB)| savroit (C)
l-1011_5	graph	sara (B)| savra (PRS)
l-1012_1	graph	Des que (ABCR)| Puis que (PS)
l-1012_2	graph	je (ACS)| jo (B)| jou (P)| ge (R)
l-1012_3	graph	an (A)| en (BRCPS)
l-1012_4	semlex:major	cert (ABCPR)| tort (S)
l-1013_1	flex	Encor (BCPA)| Encore (R)| Encores (S)
l-1013_2	graph	Ancor (A)| Encor (BCP)
l-1013_3	graph	ge (ARS)| jo (B)| je (C)| jou (P)
l-1013_4	graph	gaires (APS)| gaire (B)| gueres (C)| guerres (R)
l-1013_5	graph	soffert (APRS)| sofert (B)| soufert (C)
l-1014_1	semlex:minor:gramm	Por coi (ABCPR)| Que (S)
l-1014_2	flex	coi (ACPR)| qu'il (B)
l-1014_3	graph	coi (ACP)| quoi (R)
l-1014_4	graph	demanter (A)| desmentir (B)| dementer (CPRS)
l-1014_5	graph	doive (ABCP)| doie (RS)
l-1015_3	graph	atandrai (AB)| atendrai (P)
l-1015_5	graph	atendrai (CS)| attendrai (R)
l-1015_6	graph	il (ACPBR)| el (S)
l-1015_7	graph	aparcoive (APSB)| apercoive (C)| aparcoie (R)
